Team,W,L,S_per_game,HD_per_game,ER_per_game,H_per_game,BB_per_game,SO_per_game,XBH_per_game,ER_per_9IP,H_per_9IP,BB_per_9IP,SO_per_9IP,HR_per_9IP,XBH_per_9IP,SO_per_batter,BB_per_batter,H_per_batter,HR_per_batter,XBH_per_batter
두산,88,55,0.3055555555555556,0.4791666666666667,3.4722222222222223,8.743055555555555,2.638888888888889,5.972222222222222,0.5416666666666666,3.506857855361596,8.830268079800499,2.6652119700748127,6.031795511221945,0.5470698254364089,0.5470698254364089,0.15826278984173722,0.06993006993006994,0.23168936326831063,0.014354066985645933,0.014354066985645933
두산,72,51,0.2619047619047619,0.40476190476190477,3.388888888888889,8.238095238095237,3.492063492063492,6.492063492063492,0.7142857142857143,3.416,8.304,3.52,6.544,0.72,0.72,0.17134478424801006,0.09216589861751152,0.2174277335567658,0.018852115626309174,0.018852115626309174
SK,84,47,0.2706766917293233,0.2932330827067669,3.7293233082706765,8.075187969924812,4.082706766917293,8.203007518796992,0.8796992481203008,3.725899340622653,8.067773975461147,4.078958350721977,8.195476170603456,0.8788915783323596,0.8788915783323596,0.21333594055533828,0.10617911615174032,0.2100117324990223,0.02287837309346891,0.02287837309346891
KT,81,62,0.22916666666666666,0.4930555555555556,4.520833333333333,9.42361111111111,3.6319444444444446,5.888888888888889,0.8194444444444444,4.54150841020076,9.466708007131231,3.6485543756297965,5.915820479032633,0.823192000620107,0.823192000620107,0.14929577464788732,0.0920774647887324,0.23890845070422534,0.020774647887323944,0.020774647887323944
삼성,79,50,0.3609022556390977,0.556390977443609,3.345864661654135,8.954887218045112,2.969924812030075,6.323308270676692,0.6917293233082706,3.3483822422874345,8.961625282167043,2.9721595184349137,6.3280662151993985,0.6922498118886381,0.6922498118886381,0.16564900531810123,0.07780185148709869,0.23458735473704945,0.018120937561552097,0.018120937561552097
SK,78,65,0.2013888888888889,0.4375,4.597222222222222,9.395833333333334,2.951388888888889,7.847222222222222,1.3125,4.675875058860461,9.556584523622664,3.0018835347669124,7.9814785747920265,1.3349552660492858,1.3349552660492858,0.20312780873629338,0.07639762717957936,0.2432140931152256,0.03397447420456588,0.03397447420456588
SSG,88,52,0.3125,0.4722222222222222,3.888888888888889,8.493055555555555,3.173611111111111,7.104166666666667,0.9027777777777778,3.8736453769887023,8.459764814387826,3.16117131657828,7.076320036891861,0.8992391053723773,0.8992391053723773,0.1848906560636183,0.0825953370684981,0.22103741189228268,0.023495391288631845,0.023495391288631845
KIA,81,48,0.2857142857142857,0.2706766917293233,3.924812030075188,8.857142857142858,3.3157894736842106,6.714285714285714,0.8120300751879699,3.9182652210175144,8.842368640533778,3.310258548790659,6.703085904920767,0.810675562969141,0.810675562969141,0.17252704791344667,0.08520092735703245,0.2275888717156105,0.020865533230293665,0.020865533230293665
NC,73,69,0.2222222222222222,0.4722222222222222,3.9722222222222223,8.92361111111111,3.3541666666666665,6.881944444444445,0.7152777777777778,4.009033564364146,9.00630791994393,3.385250369908886,6.945720738260261,0.7219063935830543,0.7219063935830543,0.17766224453209037,0.08659017569021155,0.23036930799569738,0.01846539978486913,0.01846539978486913
넥센,77,66,0.2638888888888889,0.5138888888888888,4.895833333333333,10.32638888888889,3.0208333333333335,6.215277777777778,1.0555555555555556,4.9566440121865485,10.454651980314038,3.058354816029998,6.2924771502226395,1.0686665104288728,1.0686665104288728,0.15745953553835326,0.07653061224489796,0.2616115411681914,0.02674173117522871,0.02674173117522871
NC,70,57,0.2421875,0.4609375,4.2265625,9.171875,3.7578125,6.625,0.9140625,4.289112050739957,9.307610993657505,3.813424947145877,6.723044397463002,0.9275898520084567,0.9275898520084567,0.16949830101938837,0.09614231461123326,0.23465920447731362,0.02338596841894863,0.02338596841894863
SK,70,50,0.21428571428571427,0.3968253968253968,3.4285714285714284,7.976190476190476,3.3492063492063493,6.690476190476191,0.8174603174603174,3.4195250659630605,7.955145118733509,3.3403693931398415,6.672823218997362,0.8153034300791556,0.8153034300791556,0.1748237245956035,0.08751555371215264,0.2084197428452924,0.0213604313562837,0.0213604313562837
NC,75,67,0.22916666666666666,0.6111111111111112,3.7847222222222223,8.055555555555555,3.5625,7.569444444444445,0.6875,3.8287409257669194,8.149246741081884,3.6039341191163845,7.657481851533839,0.6954960580750917,0.6954960580750917,0.19843437101765884,0.09339158929546695,0.2111778627343892,0.018022938285090113,0.018022938285090113
삼성,76,59,0.3194444444444444,0.5555555555555556,4.173611111111111,9.006944444444445,3.6805555555555554,7.208333333333333,0.9097222222222222,4.29626687847498,9.27164416203336,3.7887212073073866,7.420174741858618,0.9364575059571089,0.9364575059571089,0.1875,0.09573699421965318,0.23428468208092484,0.02366329479768786,0.02366329479768786
삼성,80,51,0.2932330827067669,0.5338345864661654,3.3684210526315788,8.157894736842104,2.887218045112782,6.654135338345864,0.48872180451127817,3.3962264150943393,8.225235849056604,2.911051212938005,6.709063342318059,0.4927560646900269,0.4927560646900269,0.17911353976927746,0.0777170613236187,0.2195911758753289,0.013155231734466708,0.013155231734466708
삼성,88,56,0.2361111111111111,0.4166666666666667,4.618055555555555,9.1875,2.9375,8.291666666666666,1.2638888888888888,4.693749509842366,9.338091130107443,2.9856481844561213,8.427574307897421,1.2846051290094895,1.2846051290094895,0.21618685497012494,0.07658881042911461,0.23954372623574144,0.032953105196451206,0.032953105196451206
삼성,78,47,0.2734375,0.5078125,4.4921875,9.5078125,3.0859375,7.78125,0.9375,4.523601398601398,9.5743006993007,3.1075174825174825,7.835664335664336,0.9440559440559441,0.9440559440559441,0.19959919839679358,0.07915831663326653,0.2438877755511022,0.02404809619238477,0.02404809619238477
삼성,68,72,0.22916666666666666,0.3888888888888889,5.145833333333333,10.256944444444445,3.0625,7.736111111111111,1.2847222222222223,5.1894794179441295,10.343942105672712,3.0884756050112836,7.801727492023968,1.295619017975255,1.295619017975255,0.19407665505226482,0.07682926829268293,0.2573170731707317,0.032229965156794424,0.032229965156794424
두산,84,57,0.24305555555555555,0.3194444444444444,4.354166666666667,9.756944444444445,3.2222222222222223,6.638888888888889,0.8680555555555556,4.3812111801242235,9.817546583850932,3.2422360248447206,6.680124223602484,0.8734472049689441,0.8734472049689441,0.16825061598028862,0.08166138683562126,0.24727208729320663,0.02199929602252728,0.02199929602252728
두산,93,51,0.2847222222222222,0.3888888888888889,4.951388888888889,9.729166666666666,3.3055555555555554,7.118055555555555,1.0694444444444444,4.981369352585002,9.788076385654401,3.325570563577084,7.161155100139729,1.0759198882161154,1.0759198882161154,0.17982456140350878,0.08350877192982456,0.24578947368421053,0.027017543859649124,0.027017543859649124
롯데,71,72,0.1736111111111111,0.4097222222222222,4.576388888888889,9.381944444444445,3.1041666666666665,6.958333333333333,0.9930555555555556,4.644115574348133,9.52078928823115,3.1501057082452433,7.061310782241016,1.0077519379844961,1.0077519379844961,0.17947340139709833,0.0800644814615798,0.24198459609528927,0.025613469460863333,0.025613469460863333
LG,86,56,0.2569444444444444,0.6388888888888888,3.6597222222222223,8.791666666666666,3.4097222222222223,6.784722222222222,0.5138888888888888,3.6679297811460834,8.811383497022659,3.4173691129843013,6.7999381331683555,0.5150413734436625,0.5150413734436625,0.17387435486741412,0.08738209645844457,0.22530699412706887,0.013169603132229934,0.013169603132229934
삼성,64,75,0.1736111111111111,0.5555555555555556,4.694444444444445,9.23611111111111,3.763888888888889,6.465277777777778,1.0486111111111112,4.782642873987895,9.40963760710636,3.8346041977831935,6.5867463249744524,1.0683122396038047,1.0683122396038047,0.16524671636492722,0.096201632942847,0.23606673766418176,0.026801561945331915,0.026801561945331915
LG,69,72,0.2222222222222222,0.4583333333333333,4.243055555555555,9.0625,2.6319444444444446,7.222222222222222,0.8611111111111112,4.299452697419859,9.18295543393276,2.6669272869429244,7.318217357310399,0.872556684910086,0.872556684910086,0.18885055384056657,0.06882149990920647,0.2369711276557109,0.02251679680406755,0.02251679680406755
KIA,87,56,0.22916666666666666,0.3194444444444444,4.770833333333333,10.541666666666666,3.013888888888889,6.840277777777778,0.9513888888888888,4.793023255813954,10.590697674418605,3.027906976744186,6.872093023255814,0.9558139534883721,0.9558139534883721,0.17136395267919277,0.07550452331245651,0.2640918580375783,0.02383437717466945,0.02383437717466945
롯데,66,74,0.20833333333333334,0.4027777777777778,4.993055555555555,10.01388888888889,3.6319444444444446,7.854166666666667,0.9652777777777778,5.05467895641306,10.137478518981409,3.676769254803937,7.951101390407748,0.9771910638962662,0.9771910638962662,0.1961158314548292,0.09068839951447893,0.2500433500953702,0.024102653025836657,0.024102653025836657
키움,80,62,0.3333333333333333,0.5833333333333334,3.7916666666666665,8.659722222222221,3.4027777777777777,7.013888888888889,0.6666666666666666,3.7913741223671016,8.659054085332922,3.402515238021758,7.013347735514236,0.6666152303063035,0.6666152303063035,0.18103602796200036,0.08782936010037641,0.22351675927585588,0.017207384835992115,0.017207384835992115
두산,70,54,0.23809523809523808,0.3333333333333333,3.4444444444444446,8.468253968253968,3.1666666666666665,5.722222222222222,0.5873015873015873,3.453275572451596,8.489965520289983,3.174785606931306,5.736893289717974,0.5888073556714702,0.5888073556714702,0.14977149979227253,0.08288325716659742,0.2216452014956377,0.015371832156211051,0.015371832156211051
KIA,87,55,0.3055555555555556,0.6180555555555556,4.368055555555555,9.479166666666666,3.7430555555555554,7.8125,0.9791666666666666,4.395186335403727,9.53804347826087,3.766304347826087,7.861024844720497,0.985248447204969,0.985248447204969,0.19494021833304453,0.09339802460578756,0.2365274649107607,0.02443250736440825,0.02443250736440825
키움,80,63,0.2916666666666667,0.5625,4.333333333333333,9.277777777777779,3.0972222222222223,6.597222222222222,0.875,4.387157253339583,9.393016170611672,3.135692524021561,6.679165690180455,0.8858682915397236,0.8858682915397236,0.17098632109431244,0.0802735781137509,0.24046076313894887,0.02267818574514039,0.02267818574514039
두산,71,65,0.19444444444444445,0.4236111111111111,4.173611111111111,8.993055555555555,4.076388888888889,7.256944444444445,0.7222222222222222,4.262075486565283,9.183673469387756,4.162792530139469,7.4107635332125135,0.7375305334489008,0.7375305334489008,0.1855798259634168,0.10424436156988101,0.22997691351447344,0.018469188421239565,0.018469188421239565
SK,71,59,0.2781954887218045,0.47368421052631576,3.5789473684210527,7.526315789473684,4.067669172932331,7.56390977443609,0.6992481203007519,3.5936582501468,7.557251908396947,4.084388893549199,7.595000419427901,0.7021223051757404,0.7021223051757404,0.19992050874403816,0.10751192368839428,0.1989268680445151,0.018481717011128777,0.018481717011128777
두산,79,61,0.1597222222222222,0.3125,4.277777777777778,9.6875,3.3194444444444446,7.263888888888889,0.7569444444444444,4.313725490196078,9.76890756302521,3.34733893557423,7.324929971988795,0.7633053221288515,0.7633053221288515,0.18412251364196444,0.08414011617672945,0.24555535997183595,0.019186762893856714,0.019186762893856714
SK,73,48,0.2857142857142857,0.6111111111111112,3.2698412698412698,8.563492063492063,3.5317460317460316,5.158730158730159,0.6111111111111112,3.255201474848565,8.525151435343693,3.515933631814591,5.135633394785358,0.6083750329207269,0.6083750329207269,0.1339653751030503,0.09171475680131905,0.22238252267106348,0.015869744435284418,0.015869744435284418
SK,69,75,0.2152777777777778,0.2986111111111111,4.784722222222222,9.625,3.6597222222222223,6.5625,1.0486111111111112,4.86734693877551,9.791208791208792,3.7229199372056514,6.675824175824176,1.066718995290424,1.066718995290424,0.166990634387701,0.09312599399187135,0.24491959710196148,0.026683159568828416,0.026683159568828416
롯데,65,62,0.2932330827067669,0.47368421052631576,3.4661654135338344,8.609022556390977,3.526315789473684,6.203007518796992,0.556390977443609,3.4862616586841444,8.658936223846736,3.5467607764053444,6.23897151499874,0.5596168389210991,0.5596168389210991,0.16272189349112426,0.09250493096646943,0.22583826429980275,0.014595660749506903,0.014595660749506903
NC,79,62,0.2222222222222222,0.3541666666666667,4.673611111111111,9.319444444444445,3.263888888888889,7.618055555555555,1.1736111111111112,4.716555053729948,9.405077090795826,3.2938794580283446,7.688054820121476,1.1843949540570005,1.1843949540570005,0.19450354609929077,0.08333333333333333,0.23794326241134753,0.0299645390070922,0.0299645390070922
넥센,78,65,0.2013888888888889,0.3055555555555556,4.868055555555555,9.75,3.5972222222222223,7.402777777777778,1.0138888888888888,4.905909797822706,9.825816485225506,3.625194401244168,7.460342146189736,1.0217729393468118,1.0217729393468118,0.18672271851462602,0.0907339288842179,0.24592748292170258,0.0255736556314591,0.0255736556314591
넥센,75,69,0.2222222222222222,0.5,5.020833333333333,10.01388888888889,2.888888888888889,7.090277777777778,1.2361111111111112,5.0756630265210605,10.123244929797192,2.920436817472699,7.167706708268331,1.249609984399376,1.249609984399376,0.1808359900814736,0.0736804817569961,0.25540205455189513,0.031526744597945446,0.031526744597945446
LG,79,61,0.2013888888888889,0.4652777777777778,4.354166666666667,9.333333333333334,3.423611111111111,7.076388888888889,0.8541666666666666,4.366971057111902,9.360780065005416,3.4336789970592787,7.097198576071816,0.8566785327348707,0.8566785327348707,0.18019451812555262,0.08717948717948718,0.2376657824933687,0.021750663129973476,0.021750663129973476
LG,74,54,0.328125,0.671875,3.6640625,8.8359375,3.171875,6.421875,0.578125,3.7215658614001055,8.974607652971256,3.221654029271733,6.522659143008288,0.5871980250396756,0.5871980250396756,0.16955445544554457,0.08374587458745875,0.2332920792079208,0.015264026402640265,0.015264026402640265
한화,77,67,0.2569444444444444,0.4305555555555556,4.847222222222222,9.680555555555555,3.2777777777777777,7.805555555555555,1.1388888888888888,4.930926216640502,9.847723704866562,3.3343799058084773,7.940345368916797,1.1585557299843015,1.1585557299843015,0.19939684229199928,0.0837324818165691,0.24729466028029093,0.02909348944474011,0.02909348944474011
SK,69,73,0.2152777777777778,0.4166666666666667,4.652777777777778,9.430555555555555,3.5902777777777777,7.979166666666667,1.0625,4.710201531010779,9.546945789720356,3.634588345571004,8.077644118106546,1.075613185439775,1.075613185439775,0.2035069075451647,0.09156925256818987,0.24052426496634785,0.02709883103081828,0.02709883103081828
넥센,78,48,0.2734375,0.4296875,5.15625,10.1484375,4.03125,7.0390625,1.109375,5.2510608203677505,10.33504243281471,4.105374823196605,7.168493635077793,1.1297736916548797,1.1297736916548797,0.17642451537105933,0.10103779126688858,0.2543567652242021,0.027804973565694144,0.027804973565694144
롯데,66,58,0.296875,0.5,3.9296875,8.96875,3.8203125,6.40625,0.65625,3.939604908189018,8.991384561831,3.8299538769471764,6.4224175441649995,0.6579061874510487,0.6579061874510487,0.16446048937023666,0.09807460890493382,0.23024468511833132,0.01684717208182912,0.01684717208182912
NC,67,74,0.1736111111111111,0.375,3.8680555555555554,8.541666666666666,3.576388888888889,8.11111111111111,0.7708333333333334,3.8975276006841857,8.606748561654486,3.603638625408179,8.172912455294666,0.7767065775151609,0.7767065775151609,0.20842255531763026,0.09189864382583869,0.21948608137044967,0.01980728051391863,0.01980728051391863
삼성,74,48,0.29365079365079366,0.49206349206349204,3.8095238095238093,8.142857142857142,3.0714285714285716,6.944444444444445,0.8650793650793651,3.8260561509166595,8.17819502258436,3.0847577716765566,6.974581525108494,0.8688335842706582,0.8688335842706582,0.18263410561469423,0.08077645585472762,0.21415153412648716,0.02275099144228762,0.02275099144228762
롯데,58,69,0.21875,0.5,5.1171875,10.234375,3.671875,6.1015625,0.9921875,5.202541699761716,10.405083399523432,3.7331215250198575,6.203335980937252,1.0087370929308976,1.0087370929308976,0.15337784760408485,0.09230164964650432,0.2572663000785546,0.024941084053417124,0.024941084053417124
롯데,68,76,0.24305555555555555,0.5694444444444444,4.069444444444445,9.222222222222221,3.6944444444444446,7.430555555555555,0.5555555555555556,4.145900479522051,9.39548777611823,3.763855042842544,7.570159578649478,0.5659932395251946,0.5659932395251946,0.18928002830355564,0.094109322483637,0.23491951176366532,0.014151777817088271,0.014151777817088271
LG,62,64,0.2734375,0.5078125,4.546875,9.4609375,3.2734375,6.328125,0.8125,4.585886884958851,9.542111714235686,3.301523375941166,6.382419891437577,0.8194711959376642,0.8194711959376642,0.1610978520286396,0.08333333333333333,0.24085123309466985,0.020684168655529037,0.020684168655529037
LG,76,66,0.2361111111111111,0.4513888888888889,4.5625,9.54861111111111,3.673611111111111,7.513888888888889,0.875,4.630383711824589,9.690681284259984,3.7282693813625687,7.625685199686766,0.8880187940485513,0.8880187940485513,0.18995786516853932,0.09287219101123595,0.24139747191011235,0.02212078651685393,0.02212078651685393
KIA,67,77,0.2222222222222222,0.4513888888888889,4.708333333333333,9.520833333333334,3.9722222222222223,6.798611111111111,0.9930555555555556,4.793401413982718,9.692851531814611,4.043990573448546,6.921445404556167,1.0109976433621366,1.0109976433621366,0.17257183148246077,0.10082848580997708,0.24167107350608144,0.02520712145249427,0.02520712145249427
두산,74,68,0.2847222222222222,0.6041666666666666,4.777777777777778,9.25,4.0625,7.520833333333333,0.9375,4.825436408977556,9.342269326683292,4.1030236907730675,7.595854114713217,0.9468516209476309,0.9468516209476309,0.18779261314374893,0.10143922316629096,0.2309693081324779,0.0234090514999133,0.0234090514999133
넥센,72,54,0.390625,0.546875,4.1015625,9.0625,3.9296875,6.71875,0.5859375,4.122676904284094,9.109152778989618,3.9499171101998085,6.753337405112992,0.5889538434691564,0.5889538434691564,0.1721377101681345,0.10068054443554844,0.2321857485988791,0.01501200960768615,0.01501200960768615
KIA,70,73,0.2638888888888889,0.5138888888888888,4.895833333333333,10.11111111111111,3.8958333333333335,6.701388888888889,0.9097222222222222,4.972570532915361,10.269592476489029,3.956896551724138,6.806426332288401,0.9239811912225705,0.9239811912225705,0.16721538728123375,0.09721018887541154,0.25229596257147807,0.022699705423670075,0.022699705423670075
롯데,66,77,0.13194444444444445,0.3263888888888889,5.006944444444445,10.145833333333334,3.3958333333333335,7.048611111111111,1.1388888888888888,5.06517836234486,10.263835766138476,3.4353290141284836,7.1305908984466475,1.1521348840839905,1.1521348840839905,0.1773235499650594,0.08542976939203355,0.2552410901467505,0.0286512928022362,0.0286512928022362
롯데,72,56,0.20300751879699247,0.3383458646616541,4.18796992481203,9.443609022556391,3.2330827067669174,5.917293233082707,0.849624060150376,4.223251895534962,9.523167649536648,3.2603201347935973,5.967144060657119,0.8567818028643639,0.8567818028643639,0.15389127884239343,0.08408290965975752,0.2456003128666406,0.02209620649198279,0.02209620649198279
넥센,69,73,0.2777777777777778,0.4583333333333333,4.930555555555555,10.333333333333334,2.6944444444444446,6.979166666666667,1.0347222222222223,5.027537372147915,10.536585365853659,2.747442958300551,7.116443745082612,1.0550747442958301,1.0550747442958301,0.17746777326505386,0.06851492141974219,0.26275825534169167,0.026311142503973158,0.026311142503973158
KT,71,71,0.2569444444444444,0.4097222222222222,4.222222222222222,9.04861111111111,3.3402777777777777,5.888888888888889,0.8194444444444444,4.285043069694597,9.183241973375099,3.389976507439311,5.976507439310885,0.831636648394675,0.831636648394675,0.15326224471353697,0.08693294776793782,0.23549611422374842,0.02132658593891198,0.02132658593891198
롯데,68,74,0.2013888888888889,0.4444444444444444,5.319444444444445,9.791666666666666,3.8055555555555554,8.083333333333334,1.1527777777777777,5.372506234413965,9.8893391521197,3.843516209476309,8.163965087281795,1.1642768079800498,1.1642768079800498,0.20110573600552867,0.09467864547339323,0.24360746371803732,0.02868002764340014,0.02868002764340014
KIA,73,69,0.22916666666666666,0.4583333333333333,4.048611111111111,8.63888888888889,3.9166666666666665,6.805555555555555,0.6180555555555556,4.134751773049645,8.822695035460994,4.0,6.950354609929078,0.6312056737588653,0.6312056737588653,0.17632241813602015,0.10147535084562792,0.22382151853184598,0.016012954300107952,0.016012954300107952
KIA,64,59,0.2777777777777778,0.23015873015873015,3.3095238095238093,7.920634920634921,3.507936507936508,5.833333333333333,0.5793650793650794,3.3565870673463913,8.033270727126375,3.5578213039978537,5.916286557552993,0.58760397102227,0.58760397102227,0.15555555555555556,0.09354497354497354,0.21121693121693122,0.01544973544973545,0.01544973544973545
두산,71,60,0.24060150375939848,0.44360902255639095,4.578947368421052,9.180451127819548,3.8721804511278197,6.481203007518797,0.9022556390977443,4.621026894865526,9.264817469016103,3.9077649439339015,6.540763847904899,0.9105471714020741,0.9105471714020741,0.16560999039385207,0.0989433237271854,0.2345821325648415,0.023054755043227664,0.023054755043227664
롯데,69,57,0.21428571428571427,0.30158730158730157,3.626984126984127,9.0,3.246031746031746,5.325396825396825,0.5555555555555556,3.675603217158177,9.120643431635388,3.289544235924933,5.396782841823057,0.5630026809651475,0.5630026809651475,0.1407003564688614,0.08576221430069197,0.23778569930803103,0.014678129586915495,0.014678129586915495
두산,74,68,0.2847222222222222,0.4861111111111111,3.888888888888889,8.645833333333334,3.4791666666666665,7.034722222222222,0.625,3.924622332969942,8.725276436692104,3.5111353371748946,7.099361470175984,0.6307428749415979,0.6307428749415979,0.18147617341454675,0.08975277678251523,0.22303833751343605,0.016123253314224293,0.016123253314224293
두산,70,56,0.20634920634920634,0.29365079365079366,3.888888888888889,8.84920634920635,3.007936507936508,6.190476190476191,0.6190476190476191,3.88820313877623,8.847645917827544,3.0074061012167164,6.189384588256039,0.6189384588256039,0.6189384588256039,0.1605929586164299,0.07803170681490632,0.22956557545810172,0.01605929586164299,0.01605929586164299
NC,67,68,0.22916666666666666,0.5555555555555556,4.402777777777778,8.805555555555555,4.111111111111111,7.326388888888889,0.8680555555555556,4.542270339117975,9.08454067823595,4.2413628403120525,7.558509791434485,0.895558032160484,0.895558032160484,0.18765563856278905,0.10530060476698684,0.2255425115617218,0.02223408039843472,0.02223408039843472
KT,72,70,0.19444444444444445,0.3472222222222222,5.0625,10.055555555555555,3.076388888888889,7.763888888888889,1.0763888888888888,5.109415154582977,10.148742309788958,3.1048983724009034,7.835838330348104,1.0863639903434312,1.0863639903434312,0.1954203810522636,0.077434015032337,0.2531026044397833,0.02709316553050166,0.02709316553050166
한화,67,57,0.3253968253968254,0.373015873015873,3.3333333333333335,8.547619047619047,2.9603174603174605,6.031746031746032,0.746031746031746,3.371688520203372,8.645972705378647,2.9943805191329944,6.1011506556061015,0.7546160021407546,0.7546160021407546,0.1606425702811245,0.0788416825195519,0.22764743183259353,0.019868949482139082,0.019868949482139082
한화,66,76,0.18055555555555555,0.4722222222222222,4.902777777777778,9.979166666666666,3.548611111111111,7.847222222222222,0.8888888888888888,4.9866582954010354,10.149897975200124,3.609323497096217,7.9814785747920265,0.9040966881180348,0.9040966881180348,0.19755244755244755,0.08933566433566434,0.25122377622377623,0.022377622377622378,0.022377622377622378
